,p1,p2,p3,p4,p5,p6,p7,trend,aic,mse
ALK,1,1.0,1,0,0.0,0.0,12.0,n,520.3943867155073,0.00032751302687472617
AMT,1,0.0,0,1,0.0,0.0,12.0,n,522.8414208302137,0.0004697289622868084
AGS,1,1.0,1,1,1.0,0.0,12.0,ct,426.9571121042456,0.0014940672375658435
AGE,1,1.0,1,0,1.0,0.0,12.0,n,,0.01214168726499798
AYR,0,0.0,1,1,0.0,1.0,12.0,t,271.6566991606145,0.0013202414143407286
ATH,0,1.0,0,1,0.0,1.0,12.0,ct,344.7796208481895,5.084316821069024e-05
AIQ,0,0.0,0,0,1.0,1.0,12.0,c,2308.972267028733,0.011458924921544877
AME,1,0.0,1,0,1.0,0.0,12.0,c,473.2047296327847,0.0012514080104608634
AMH,1,0.0,1,1,1.0,1.0,12.0,ct,110.52472078101486,0.003441579028731212
AMC,1,1.0,0,0,0.0,1.0,12.0,c,264.73316658526784,0.0016021255499758524
ABR,0,1.0,0,1,0.0,0.0,12.0,n,-9.093091956919547,0.00018168649648586666
AMP,0,0.0,1,0,0.0,1.0,12.0,c,752.1437991948281,1.5983480226142888
ALT,0,1.0,0,1,1.0,0.0,12.0,n,701.2293836073875,0.0017202522728649858
AGG,1,0.0,1,0,0.0,1.0,12.0,c,64.25433969951692,0.002506497338259805
ADI,0,0.0,0,0,0.0,1.0,12.0,c,772.547718882984,2.622841146265273
APD,0,0.0,1,1,0.0,0.0,12.0,t,721.5764350582617,0.8885189058814831
AON,1,0.0,0,0,1.0,1.0,12.0,ct,502.3816786603716,0.015023668724779782
AOR,1,1.0,1,1,0.0,1.0,12.0,n,88.42405474221708,0.0011237620035444706
AXE,0,1.0,1,0,0.0,0.0,12.0,c,574.0987667335652,0.0328413192721726
ARL,0,0.0,0,1,1.0,1.0,12.0,n,473.427478440728,0.0027787454211534173
ALG,1,0.0,1,1,1.0,0.0,12.0,c,506.4690667207015,0.02253949426162194
ARD,0,1.0,0,1,1.0,0.0,12.0,ct,180.8882331907016,0.005229637399750686
ARE,1,0.0,0,0,0.0,0.0,12.0,c,525.8192191168936,0.012107855490796736
ARA,0,1.0,0,1,0.0,1.0,12.0,n,314.0804910767605,0.009856119999557043
ALL,0,0.0,1,1,0.0,0.0,12.0,ct,571.0485885246445,0.01032482476685459
AMD,0,0.0,0,1,1.0,0.0,12.0,t,587.2952043976901,0.0009085755231410527
ASH,1,1.0,1,0,1.0,0.0,12.0,ct,495.10064813957536,0.0046018414288511176
AIR,0,1.0,1,0,1.0,1.0,12.0,t,330.26226104441054,0.0056737338522978575
ATR,0,1.0,1,1,0.0,0.0,12.0,n,427.3119041545812,0.0007903895779577398
ALX,0,1.0,1,0,1.0,0.0,12.0,n,764.7459060087956,0.013688036428391115
AMS,0,1.0,1,1,1.0,1.0,12.0,n,-79.65160614672705,0.0005435252885592766
ATU,1,1.0,0,0,1.0,0.0,12.0,t,316.8699140842911,0.030277801031314056
AUB,0,0.0,1,0,0.0,1.0,12.0,n,943.72071294812,1.1190916852197503
AIA,0,0.0,1,1,0.0,1.0,12.0,t,525.3657148699134,0.4471711445121969
AKP,1,1.0,0,0,0.0,1.0,12.0,n,-187.53147867612282,0.0008569621629082036
AEE,0,0.0,0,1,1.0,0.0,12.0,ct,526.5196420551941,0.0010720688869554351
AMG,0,1.0,0,1,0.0,0.0,12.0,t,634.9739677189813,0.006616188944946089
AOA,0,1.0,1,0,0.0,1.0,12.0,c,188.10047064733624,3.7114990725228836e-05
ASB,0,0.0,1,1,1.0,1.0,12.0,ct,307.36971770701865,0.009564191241015152
AGD,0,1.0,0,0,1.0,0.0,12.0,c,-30.496097607349753,0.00030345188317149047
AAC,0,1.0,1,0,1.0,0.0,12.0,ct,353.9404768561924,0.000512333167704826
AAP,0,0.0,0,0,0.0,1.0,12.0,ct,908.9313858057179,0.11276220356492672
AEF,0,0.0,1,0,0.0,0.0,12.0,ct,34.04135601897831,0.008996882811088014
AFG,0,0.0,1,0,0.0,1.0,12.0,ct,561.2792848426067,0.17489199180573678
AGM,0,1.0,1,0,0.0,0.0,12.0,ct,560.2497030842953,0.0019796742686963853
APC,1,0.0,0,0,0.0,0.0,12.0,c,550.4824079420707,0.02007008207924344
ARC,1,1.0,1,1,0.0,1.0,12.0,n,-47.5260922387745,0.0003802238954992987
AIY,0,0.0,0,0,1.0,0.0,12.0,ct,80.77784182784434,0.0009513482409211348
ASG,0,1.0,1,1,1.0,1.0,12.0,n,-55.09162220089213,0.00016158053972770148
AVA,1,1.0,0,1,0.0,1.0,12.0,ct,280.0296610680469,0.004447414780727854
AVH,1,0.0,1,1,1.0,1.0,12.0,c,42.355333547128076,0.00031339537915719973
AXL,1,0.0,1,1,1.0,0.0,12.0,t,239.844080641911,0.022901885338106002
BBN,1,0.0,0,0,1.0,0.0,12.0,c,35.1581213374789,0.002823887838076189
BTI,0,1.0,0,0,1.0,0.0,12.0,t,468.2687465716572,0.025369138546111003
BDC,1,0.0,1,0,1.0,1.0,12.0,n,462.77436309864714,0.037232145456655985
BAR,1,0.0,0,1,1.0,0.0,12.0,t,158.76806436276047,0.001182157867516409
BST,0,0.0,1,1,1.0,0.0,12.0,ct,391.09672630848746,0.04117069612048852
BSE,1,0.0,0,0,0.0,0.0,12.0,ct,-239.30601588490262,8.320991576482584e-05
BSM,1,1.0,1,0,1.0,0.0,12.0,n,120.07259402192786,0.002273199946870364
BAS,0,0.0,1,0,0.0,1.0,12.0,ct,408.61671180471086,0.02387606800371378
BBX,1,0.0,0,1,0.0,1.0,12.0,t,24.01478952309643,3.615072115792373e-05
BCI,0,1.0,0,1,1.0,0.0,12.0,n,114.9074351118359,0.0005513064898359231
BPT,1,1.0,1,0,1.0,0.0,12.0,n,427.7274829276281,0.003555312075629757
BLX,1,1.0,0,0,1.0,1.0,12.0,ct,200.5359135018596,0.0010418329941401794
BAL,1,0.0,1,0,0.0,0.0,12.0,c,680.5707215654862,0.007456443060938511
BEN,0,1.0,0,0,1.0,0.0,12.0,n,359.57334402814934,0.004605102599249733
BEL,0,1.0,1,1,0.0,1.0,12.0,c,497.28109661655947,0.0018756979902310176
BFC,0,1.0,0,0,1.0,0.0,12.0,n,2052.449845107579,1.1322536468506
BHP,0,0.0,1,0,1.0,0.0,12.0,n,511.02181254047264,0.01047624541422465
BID,0,0.0,1,0,1.0,0.0,12.0,t,584.2541799846168,0.033249831184996026
BGT,0,1.0,0,0,0.0,0.0,12.0,ct,-178.96052599033055,0.0004550583021973863
BNO,1,0.0,0,0,1.0,0.0,12.0,t,263.957092853794,0.002391283110547704
BIT,1,0.0,1,0,1.0,1.0,12.0,c,-69.40667550113997,0.003056613738419145
BGS,0,1.0,0,1,1.0,1.0,12.0,t,316.54879230541803,0.0023974182484565176
BIS,1,0.0,0,1,0.0,1.0,12.0,ct,320.53880261301936,1.6484173322339757e-05
BKI,1,0.0,1,1,0.0,1.0,12.0,t,680.0066981497417,0.01721448968073247
BKT,1,0.0,0,0,1.0,0.0,12.0,n,-382.87526474494064,3.097633396453858e-05
BLK,0,1.0,1,1,0.0,0.0,12.0,t,825.3072105276464,0.02713044205125925
BSX,0,0.0,1,0,1.0,1.0,12.0,c,353.86109858759056,0.03301046057740109
BGH,0,1.0,1,0,1.0,0.0,12.0,t,35.64669755516264,0.001579412563476268
BAF,1,1.0,0,1,0.0,1.0,12.0,t,-140.20212596944125,0.0005532884856442877
BSL,1,0.0,0,0,0.0,1.0,12.0,c,-44.371281541159924,0.0012409219535527427
BBC,0,1.0,1,0,0.0,1.0,12.0,n,303.2363427888736,0.0004973761845832313
BAH,1,0.0,0,0,0.0,0.0,12.0,t,375.7989035610533,0.7232724234153167
BOE,1,1.0,1,0,1.0,1.0,12.0,t,-70.25365714423225,5.035962033339558e-05
BUY,0,1.0,1,1,0.0,1.0,12.0,ct,206.1493839211552,0.005318558494693093
BRN,0,1.0,0,1,0.0,1.0,12.0,ct,-211.95902580129453,0.0007241233256340963
BRG,0,1.0,0,1,1.0,1.0,12.0,c,72.35437600519462,0.0034357515269309857
BBL,0,1.0,0,1,1.0,0.0,12.0,ct,337.500616422811,0.0007085222822311723
BPL,0,1.0,0,1,0.0,0.0,12.0,t,389.73849984768486,0.0075718095301979815
BGR,1,0.0,1,0,1.0,0.0,12.0,t,105.46905653131516,0.0007814661533132039
BSA,0,1.0,0,0,0.0,0.0,12.0,n,35.43148005712544,0.006200027465826707
BUD,1,0.0,1,0,1.0,0.0,12.0,c,410.94033408253233,0.01268880747332446
BWX,0,0.0,1,0,1.0,1.0,12.0,t,122.86451480708365,7.812792591010975e-05
CAD,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
CAI,0,1.0,0,1,1.0,0.0,12.0,ct,375.2506111011022,0.0017738109575091698
CLB,1,1.0,1,1,0.0,0.0,12.0,ct,569.1020062613303,0.0012901652005297135
CAE,0,0.0,1,0,0.0,1.0,12.0,t,478.8473274922448,0.5526000105268132
CAG,1,0.0,1,0,0.0,1.0,12.0,t,304.9911393413137,0.0007568524305803237
CAJ,0,0.0,1,0,1.0,1.0,12.0,c,334.6565283751126,0.011584861431600757
CRS,0,0.0,1,1,1.0,1.0,12.0,ct,516.8758678478562,0.4713358110082311
CVV,1,0.0,1,1,1.0,1.0,12.0,n,74.31854171542533,0.005578200477323048
CRM,0,1.0,1,0,0.0,1.0,12.0,ct,598.6473244966377,0.01576700223097305
CAR,0,0.0,1,1,1.0,1.0,12.0,ct,544.9685226718693,0.08711345378288371
CMD,0,0.0,0,1,1.0,0.0,12.0,ct,478.88883404236594,0.036207920972131546
CAT,1,1.0,0,0,1.0,1.0,12.0,c,572.235905813556,0.016958663396266616
CTM,1,1.0,1,0,0.0,0.0,12.0,ct,1483.0833160640982,0.016783081662310906
CTL,0,1.0,0,1,1.0,0.0,12.0,t,250.24269711288127,0.005814490226349278
CAF,1,1.0,0,0,0.0,1.0,12.0,ct,177.42206389625466,0.04730172716697112
CNI,1,1.0,1,0,1.0,1.0,12.0,n,363.54662871171433,0.00023596991782426363
CMA,1,0.0,0,1,0.0,1.0,12.0,t,486.5111789052866,0.0040947018684676095
CVS,1,0.0,0,0,0.0,1.0,12.0,c,496.1602619899663,0.0038388193366003533
CFO,0,0.0,1,0,1.0,0.0,12.0,c,395.524018470639,0.0015295277765616786
CHN,0,0.0,0,0,0.0,0.0,12.0,c,511.345103145517,0.2950574081084305
CHU,0,0.0,1,0,1.0,1.0,12.0,ct,187.35036032315944,0.002032498839025011
CIA,0,0.0,1,1,1.0,0.0,12.0,ct,38.02010176033637,0.0010964405106772548
CCA,0,1.0,0,1,0.0,0.0,12.0,n,-188.03314314310657,0.00047260121759862267
CLW,1,0.0,1,0,0.0,0.0,12.0,c,518.3623127919199,0.00048390966289701975
CCB,0,0.0,0,0,0.0,1.0,12.0,ct,131.86204967909856,0.003541911299418388
CMC,0,0.0,0,1,1.0,1.0,12.0,ct,403.1492956903602,0.013499704687369274
CII,1,1.0,0,0,0.0,1.0,12.0,ct,4.8958198563993465,8.151778310683254e-05
CIM,0,0.0,1,1,0.0,0.0,12.0,t,168.20691271500363,0.017122701680388985
CTO,1,0.0,0,0,0.0,0.0,12.0,t,408.00331096297487,0.0005120987173228286
CCX,0,1.0,1,1,0.0,0.0,12.0,ct,953.3483686055059,0.1913922466904978
CLY,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
CSS,0,1.0,0,1,1.0,1.0,12.0,ct,220.99226472982585,0.01509555916739913
CHK,0,1.0,1,0,1.0,1.0,12.0,ct,247.53749911348132,0.011654643936252821
CLH,1,0.0,1,0,0.0,0.0,12.0,n,439.4894205995691,0.0012579743417546752
CRL,0,1.0,1,0,0.0,1.0,12.0,t,328.8712500039332,0.0021508092806641343
CMP,0,0.0,0,1,0.0,0.0,12.0,ct,685.6148443879678,0.0026067598597450115
CLF,0,0.0,1,1,0.0,0.0,12.0,c,294.20524135958823,0.0005563716799930063
CIO,1,0.0,1,1,1.0,0.0,12.0,c,32.95134656581385,6.821720936400767e-05
COG,1,0.0,1,0,1.0,1.0,12.0,ct,241.56084655617997,0.002490154254306986
CEN,1,0.0,0,0,1.0,1.0,12.0,c,246.7552547858845,0.003507236093748034
CGA,0,1.0,1,1,1.0,1.0,12.0,t,-281.8073703524903,0.00015241400481136314
COE,0,1.0,0,0,1.0,0.0,12.0,ct,287.9738327971083,0.01023986202997662
CXO,0,0.0,1,1,0.0,1.0,12.0,t,758.8476574407931,0.2394882859634606
COO,0,1.0,0,0,1.0,1.0,12.0,n,626.7616334378732,0.002500560297221455
CGC,1,1.0,0,0,0.0,0.0,12.0,t,400.6872808244939,0.00044922073141151486
CCJ,1,0.0,1,1,0.0,1.0,12.0,t,138.35486997578784,0.006043496146405758
CZR,1,1.0,1,0,0.0,1.0,12.0,c,138.7546604648936,0.00018454158081659955
CGO,0,1.0,0,1,1.0,0.0,12.0,c,68.75281451488533,0.0015204359654195088
CLI,1,0.0,0,0,1.0,0.0,12.0,n,220.55050965213456,0.02664803277602701
CSV,1,0.0,1,0,1.0,0.0,12.0,c,241.7921585329008,0.0025253741449375857
CLX,1,0.0,0,0,1.0,0.0,12.0,ct,610.3202045000262,0.10184155424445862
CUE,1,0.0,0,0,0.0,1.0,12.0,c,186.567363285171,0.0010339173281010974
CYB,1,1.0,0,0,1.0,1.0,12.0,c,-70.27514672984708,0.0012655975452133814
CYC,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
DHR,1,1.0,0,0,0.0,1.0,12.0,c,484.9420401004903,0.0064320707945171324
DDT,1,0.0,1,1,1.0,0.0,12.0,t,17.336697342193972,0.004531291674567228
DEM,1,1.0,1,1,1.0,0.0,12.0,ct,241.45747212862275,0.009074878833786215
DVN,1,1.0,1,0,1.0,0.0,12.0,c,433.5545272937176,0.053332315243373785
DXS,0,0.0,1,1,0.0,0.0,12.0,t,1842.9363793239047,8.295878196487138
DXB,0,0.0,1,1,0.0,1.0,12.0,ct,14.160755449933115,0.0071024806952095796
DRE,0,1.0,1,1,0.0,0.0,12.0,ct,139.26611978938448,0.0021222408310705987
DSE,1,0.0,0,1,1.0,0.0,12.0,c,-17.403838635967233,0.0001182494217326635
DLX,1,0.0,0,0,0.0,0.0,12.0,c,462.56994954463346,0.014657057132566818
EPM,1,1.0,1,1,1.0,0.0,12.0,c,75.5682733141433,0.0009555142042758646
EDC,1,0.0,1,1,1.0,0.0,12.0,ct,654.1506188619283,0.2989200629882589
ERF,0,0.0,1,0,1.0,0.0,12.0,ct,272.220289020046,0.013665549223230043
ELD,0,1.0,1,1,0.0,0.0,12.0,c,48.692722626622285,0.0003206116460958697
EOS,1,0.0,0,0,0.0,0.0,12.0,t,69.33776886557617,0.0016102328781109065
EXR,1,0.0,1,0,1.0,0.0,12.0,n,512.3210385598156,0.010659052363536148
ELS,1,1.0,1,0,0.0,1.0,12.0,ct,367.30271612438037,0.002875186301935173
EMB,1,1.0,0,1,1.0,0.0,12.0,c,200.2577720092168,0.010568082370738807
EMR,1,0.0,0,1,1.0,0.0,12.0,ct,393.0364040186181,0.007818146411537441
EML,1,1.0,1,1,1.0,1.0,12.0,c,282.17366128263933,0.17498565126777876
ERM,1,1.0,1,0,1.0,1.0,12.0,t,73.37845453906712,0.00018360262662042715
EMP,0,1.0,0,1,1.0,0.0,12.0,c,858.0339688033783,5.8820718336072275e-05
EPD,1,0.0,0,1,1.0,0.0,12.0,n,203.33058437560345,0.017204251207058263
ENR,0,1.0,0,0,0.0,1.0,12.0,c,416.501535046458,0.0007506605344644868
ENX,0,1.0,0,0,1.0,0.0,12.0,t,-102.69728384048037,0.0005323967511898786
EME,1,0.0,0,0,0.0,1.0,12.0,n,444.9158742226858,0.003180043572825753
ERA,0,1.0,1,1,1.0,0.0,12.0,ct,193.3341144491984,0.015525598557530884
EGY,1,1.0,1,0,0.0,1.0,12.0,ct,-88.58112905530331,0.0002941180023190437
EWC,0,1.0,1,0,0.0,1.0,12.0,c,105.3288378846098,0.00017014883869848063
ENT,1,1.0,0,0,1.0,0.0,12.0,ct,103.70150612046379,0.006520852791727538
ECT,1,0.0,0,0,0.0,0.0,12.0,n,-314.34487457254664,6.0532690968617686e-05
EQT,0,0.0,1,1,1.0,1.0,12.0,n,434.5230161228536,0.048994153045995865
ESE,1,1.0,1,1,1.0,1.0,12.0,n,375.3246042449806,0.001439612883714858
ESV,1,0.0,0,0,1.0,0.0,12.0,ct,505.5782934568883,0.010556714859671246
EMN,1,0.0,1,1,1.0,1.0,12.0,t,442.10990578356535,0.0022303825409295537
EUR,1,1.0,0,0,1.0,0.0,12.0,n,252.93192745268055,1.52655665885959e-16
EZL,0,1.0,0,1,0.0,1.0,12.0,n,1346.9647172245316,0.18579756657891267
EAF,0,1.0,1,1,1.0,1.0,12.0,t,2322.74017328368,0.12354393525706794
EFF,1,0.0,1,1,1.0,1.0,12.0,c,-96.5662818562878,0.0004817223634212553
EGF,0,0.0,1,1,1.0,0.0,12.0,n,-126.45689008577551,0.00023203842980557002
EVT,0,1.0,0,1,0.0,0.0,12.0,t,107.1844006478922,7.248584621777354e-05
EVN,1,0.0,1,0,0.0,1.0,12.0,ct,-156.8461375889853,0.0008385267973132216
ECL,0,1.0,0,0,1.0,0.0,12.0,t,567.5799160020234,0.04794289711699662
ERX,0,0.0,1,0,1.0,0.0,12.0,ct,620.7302476841268,0.052240261149801626
EXP,1,0.0,0,0,0.0,1.0,12.0,c,547.7261495965572,0.00027473398746735706
FAM,1,0.0,1,0,0.0,0.0,12.0,ct,-227.07366462485862,0.002385047880443025
FFC,0,1.0,0,1,1.0,1.0,12.0,ct,14.648158846211883,0.09238505908477634
FFG,0,0.0,1,1,1.0,0.0,12.0,t,552.766965730935,0.022540594059208274
FEI,1,0.0,1,1,0.0,0.0,12.0,ct,28.24682273983221,0.009366749370467886
FEX,1,1.0,0,0,1.0,1.0,12.0,c,274.77927117481585,3.854166806149807e-06
FID,1,1.0,0,0,0.0,1.0,12.0,n,1115.8090419898947,0.0017463412724332274
FSG,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
FRI,1,0.0,1,0,1.0,0.0,12.0,t,118.2356369367042,0.0009815175725726988
FTC,1,0.0,1,0,1.0,1.0,12.0,n,320.5062542365905,0.0003061567874880212
FCT,0,0.0,1,1,1.0,1.0,12.0,c,-30.90293958244982,0.00517351770193919
FPH,0,0.0,1,0,1.0,0.0,12.0,n,369.2095701870836,0.004160502080406303
FSI,1,0.0,1,1,1.0,1.0,12.0,ct,-166.31309582474213,0.0013520163981746158
FXL,0,0.0,1,0,1.0,0.0,12.0,n,546.3083452347428,0.015345374116336075
FLT,1,1.0,1,0,1.0,1.0,12.0,ct,587.7921330567507,0.004982694660213839
FMS,0,1.0,1,1,1.0,1.0,12.0,t,337.5332736912461,0.002232015546688615
FLC,0,1.0,0,1,1.0,1.0,12.0,ct,-13.649609972404699,0.0035243293664315445
FOR,0,0.0,1,0,0.0,1.0,12.0,ct,432.53913977599785,0.006953958641556568
FRN,1,0.0,0,1,1.0,1.0,12.0,t,19.498985842416204,0.0019295263495280324
FDM,1,1.0,1,1,0.0,0.0,12.0,ct,240.4280268750845,0.00013385158469247924
FLN,1,1.0,1,1,1.0,1.0,12.0,ct,157.08472848388791,0.000504368476654804
FPL,1,1.0,1,1,0.0,0.0,12.0,ct,19.049959777972703,0.0001881660550431264
FDX,1,0.0,1,1,1.0,0.0,12.0,n,640.790964954866,0.06701046283160395
FUN,1,0.0,0,1,0.0,0.0,12.0,c,366.366167375436,0.0016666516809706875
GEM,1,0.0,1,1,1.0,0.0,12.0,ct,215.46520965666127,0.034839805019572616
GLL,0,0.0,1,1,1.0,1.0,12.0,t,506.9209306704155,0.0016831552859741805
GAL,0,1.0,0,1,1.0,0.0,12.0,c,133.7452435045506,6.537260922812037e-06
GML,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
GBT,1,1.0,0,1,0.0,0.0,12.0,c,515.6188526608219,0.0023126544239957525
GDI,1,1.0,1,0,1.0,1.0,12.0,t,343.62280854642535,0.004520920534666573
GDG,1,0.0,0,1,1.0,0.0,12.0,c,187.89921842074543,0.0013896811488436356
GNE,0,0.0,1,1,1.0,0.0,12.0,c,211.5906628883154,0.019750883867690302
GES,1,1.0,0,0,0.0,1.0,12.0,ct,302.31835132805594,0.03335337673306426
GSS,0,0.0,0,0,1.0,0.0,12.0,c,215.66018424520317,0.004462761483287281
GIB,1,0.0,1,0,1.0,1.0,12.0,t,284.2368194314209,0.8296069410569373
GLV,1,1.0,0,0,1.0,0.0,12.0,c,-9.846694009235515,9.822366511080816e-05
GME,1,1.0,1,1,1.0,0.0,12.0,ct,277.18708367483225,0.2623951820257284
GSM,1,1.0,0,1,0.0,1.0,12.0,ct,192.4238678977593,0.0012554720454638346
GPS,1,0.0,1,1,0.0,1.0,12.0,n,307.8523304297279,0.0009310563883673241
GNC,1,1.0,1,0,0.0,1.0,12.0,t,68.72049657571739,0.009949487020422644
GPX,0,1.0,0,1,1.0,1.0,12.0,c,238.1477649243976,0.0011144683550234902
GBR,1,0.0,1,0,0.0,0.0,12.0,c,115.73847365197805,0.003227592196276552
GTE,0,0.0,1,0,1.0,0.0,12.0,ct,31.74535865873771,0.014840953587793582
GSL,1,1.0,0,1,1.0,1.0,12.0,ct,150.332797725523,0.050442493975574536
GGG,0,1.0,1,0,1.0,1.0,12.0,c,288.42648496117687,0.00027254511421404004
GPP,0,0.0,0,1,1.0,1.0,12.0,n,270.93984447303524,0.0009674675007982355
GRV,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
GCI,0,0.0,1,0,0.0,1.0,12.0,n,545.1512047944689,0.3277643834078354
GTN,0,1.0,1,1,0.0,0.0,12.0,ct,262.7233976217314,0.0002411553737680094
GWR,0,0.0,1,1,1.0,1.0,12.0,t,531.9047721201046,0.6657583222688714
HAS,0,1.0,0,0,1.0,1.0,12.0,ct,488.4875395427842,0.2592213045263065
HOG,0,0.0,1,1,0.0,0.0,12.0,ct,434.1009564826216,0.0005360806966194787
HGH,0,0.0,1,1,0.0,0.0,12.0,t,117.0572620099481,0.0021331241210234
HLX,0,0.0,0,0,0.0,0.0,12.0,c,381.0927234370588,0.005557282055710822
HPR,0,1.0,1,0,0.0,1.0,12.0,ct,172.82597108935605,0.00031618950421297143
HIL,0,0.0,0,0,1.0,0.0,12.0,ct,301.1652277779622,0.007385707277471455
HSC,0,1.0,1,0,1.0,0.0,12.0,n,372.3960809431212,0.004736603342017531
HZN,1,0.0,0,0,1.0,0.0,12.0,t,321.44993844068335,0.0015571846470869846
HPI,1,0.0,0,1,0.0,1.0,12.0,t,56.275083710898144,0.0006415162093560411
HRL,1,1.0,1,1,0.0,0.0,12.0,n,248.96119002358762,0.0001322933601954901
HTA,1,0.0,1,1,0.0,1.0,12.0,c,175.97625959455868,0.0003453010992657824
HYD,0,1.0,0,1,1.0,1.0,12.0,t,367.3072694281684,0.0031444949057188865
IBN,0,0.0,1,0,0.0,1.0,12.0,t,364.0505927038678,0.09838176221656347
ICI,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
IDT,1,0.0,1,1,0.0,0.0,12.0,c,201.510086726572,0.00128644665793054
IGN,0,1.0,1,1,0.0,0.0,12.0,n,330.32167778919535,0.002750854393092084
IRL,1,0.0,1,0,1.0,1.0,12.0,n,-32.52013795422577,0.0016489499851317644
IOR,0,0.0,1,0,1.0,1.0,12.0,t,229.14634573799344,0.0013263146113811075
IFN,0,0.0,1,1,0.0,1.0,12.0,n,369.40870755985776,0.5190784729810183
INF,0,1.0,1,1,1.0,1.0,12.0,c,0.01932044750692264,0.00013200290066528453
ING,1,1.0,1,1,1.0,1.0,12.0,n,103.19655149425036,0.005608976820026257
IAG,1,1.0,1,1,0.0,0.0,12.0,n,16.555711275217547,0.00016064478296318183
IDX,1,0.0,0,1,0.0,0.0,12.0,ct,165.40457093952375,0.0027750784996314337
IGE,0,0.0,1,1,1.0,0.0,12.0,t,366.60921363819847,0.002443873782894457
IMO,1,1.0,1,0,0.0,1.0,12.0,ct,224.79509151746345,0.0050831509099396035
INB,1,0.0,0,1,1.0,1.0,12.0,ct,-68.66364231161471,0.0012699598430021553
INN,1,1.0,0,1,1.0,0.0,12.0,t,107.12933567130821,0.0005193910943503964
IEC,0,1.0,1,1,0.0,1.0,12.0,t,7.421844835243101,0.0009995976579659782
IAU,1,0.0,0,0,1.0,0.0,12.0,n,-50.95619709238026,0.0012388178046442988
IVR,0,0.0,0,0,1.0,1.0,12.0,t,222.16345432969558,0.000919884697701434
IVZ,1,0.0,0,0,1.0,0.0,12.0,n,291.5016012147948,0.002415580632142423
IVC,1,0.0,1,1,0.0,1.0,12.0,c,269.3719490180766,0.0008500449067021517
INR,0,0.0,0,1,1.0,1.0,12.0,c,382.29424746449706,0.001218976248161141
IPB,0,1.0,1,0,1.0,1.0,12.0,ct,30.86949489843018,0.0016628012291626248
ISD,1,0.0,1,0,0.0,1.0,12.0,ct,-171.82492886683758,0.00014408390945064298
IXU,1,0.0,0,1,1.0,1.0,12.0,t,675.2326172839299,0.02035256082785964
JHX,1,0.0,0,1,1.0,1.0,12.0,ct,140.51121308033612,0.002471528374965004
JHG,1,0.0,0,1,1.0,0.0,12.0,ct,394.27852233572463,0.0020167191933317947
JCS,1,0.0,0,0,1.0,0.0,12.0,ct,166.00338665232871,0.0005464698560508907
JOB,0,0.0,0,0,1.0,0.0,12.0,c,263.23731474913916,0.00048123825940127313
KAI,1,1.0,1,1,1.0,1.0,12.0,t,470.54624533956,0.005767838026400797
KZR,0,0.0,0,0,0.0,1.0,12.0,c,243.54048036896512,0.02157211897025136
KAR,0,0.0,1,1,0.0,1.0,12.0,c,510.07301481437486,0.1367810362142592
KEY,1,0.0,0,0,0.0,0.0,12.0,c,183.453880075889,0.009679371161556816
KNL,0,1.0,0,0,1.0,1.0,12.0,c,202.49588462833322,0.0003995284991162862
KIN,0,1.0,1,0,1.0,1.0,12.0,c,152.6414596834358,0.0024677821550191928
KWR,1,1.0,1,1,1.0,0.0,12.0,t,611.3816465907794,0.0249254524921696
KME,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
KSS,0,0.0,0,0,0.0,0.0,12.0,c,995.9363287443766,1.0010738910801749
KMT,1,1.0,0,1,0.0,1.0,12.0,c,383.9432614306816,0.0005492197442222847
LEG,1,0.0,1,1,1.0,0.0,12.0,n,297.53583346538505,0.007612150644256133
LNG,1,1.0,1,1,1.0,0.0,12.0,c,397.8958231342802,0.003064094770081738
LPI,0,1.0,1,0,1.0,0.0,12.0,t,209.6161466368648,0.001825409392943289
LOV,1,0.0,0,1,1.0,1.0,12.0,ct,326.4803412885907,0.05088925637781293
LYL,1,1.0,1,1,1.0,1.0,12.0,t,292.19930092015926,0.003913427024978988
MFG,1,0.0,1,1,1.0,1.0,12.0,ct,-254.6029881504336,0.042254230886586086
MAG,0,0.0,1,0,1.0,0.0,12.0,t,380.28959075964127,0.026025795017552863
MGU,1,0.0,1,0,1.0,0.0,12.0,n,176.1627583568748,0.00036522410327677335
MAR,0,0.0,1,1,1.0,1.0,12.0,ct,660.9624106737457,0.16478135453954226
MCX,1,0.0,0,1,0.0,0.0,12.0,c,176.00617431528067,0.005832511366747895
MMM,1,1.0,0,1,1.0,1.0,12.0,t,610.1764503858494,1.1294640437719463
MYE,0,0.0,1,0,0.0,1.0,12.0,n,698.3872961651604,0.0028533403677606373
MZZ,1,0.0,1,0,1.0,0.0,12.0,c,259.47814526141644,0.0004338272859705228
MAT,1,1.0,1,1,0.0,0.0,12.0,c,287.3955839267625,1.126612410651262e-05
MXI,1,0.0,1,0,1.0,0.0,12.0,n,390.6897239586896,0.0006375441785877456
