Date,PMV.AX,KMD.AX,NBL.AX,SBB.AX
2017-07-07,12.420188903808596,1.8483411073684688,1.557278037071228,0.010999999940395357
2017-07-10,12.60297966003418,1.9029717445373533,1.5663847923278809,0.010999999940395357
2017-07-11,12.583738327026367,1.975812911987305,1.5663847923278809,0.010999999940395357
2017-07-12,12.641462326049805,1.93028724193573,1.5800451040267944,0.010999999940395357
2017-07-13,12.814632415771484,1.9667078256607056,1.5800451040267944,0.010999999940395357
2017-07-14,13.026286125183105,1.9576027393341064,1.639240026473999,0.010999999940395357
2017-07-17,12.862735748291016,1.93028724193573,1.6756675243377686,0.010999999940395357
2017-07-18,12.891597747802734,1.8938666582107544,1.6756675243377686,0.010999999940395357
2017-07-19,12.881977081298828,1.8938666582107544,1.6756675243377686,0.010999999940395357
2017-07-20,12.737667083740234,1.93028724193573,1.639240026473999,0.010999999940395357
2017-07-21,12.708806037902832,1.93028724193573,1.639240026473999,0.010999999940395357
2017-07-24,12.699185371398926,1.9393926858901973,1.6665607690811155,0.010999999940395357
2017-07-25,12.85311508178711,1.9484975337982176,1.6756675243377686,0.010999999940395357
2017-07-26,12.93970012664795,1.9120768308639529,1.6756675243377686,0.010999999940395357
2017-07-27,13.055147171020508,1.975812911987305,1.6756675243377686,0.0130000002682209
2017-07-28,12.84349536895752,1.9211820363998413,1.6756675243377686,0.0130000002682209
2017-07-31,13.13211154937744,1.9211820363998413,1.7303088903427124,0.0130000002682209
2017-08-01,13.180215835571287,1.9120768308639529,1.7303088903427124,0.0130000002682209
2017-08-02,13.228318214416506,1.9120768308639529,1.8122707605361936,0.0130000002682209
2017-08-03,13.228318214416506,1.9120768308639529,1.8122707605361936,0.0130000002682209
2017-08-04,13.112871170043945,1.875656485557556,1.8669121265411377,0.010999999940395357
2017-08-07,13.15135383605957,1.9029717445373533,1.7849501371383667,0.012000000104308128
2017-08-08,13.016664505004885,1.9029717445373533,1.7849501371383667,0.010999999940395357
2017-08-09,13.180215835571287,1.875656485557556,1.8304845094680784,0.010999999940395357
2017-08-10,13.045527458190918,1.93028724193573,1.821377635002136,0.010999999940395357
2017-08-11,12.728047370910645,1.9029717445373533,1.821377635002136,0.010999999940395357
2017-08-14,12.651082038879395,1.875656485557556,1.775843381881714,0.010999999940395357
2017-08-15,12.583738327026367,1.9029717445373533,1.775843381881714,0.010999999940395357
2017-08-16,12.497153282165527,1.9576027393341064,1.775843381881714,0.010999999940395357
2017-08-17,12.708806037902832,1.9484975337982176,1.75762939453125,0.010999999940395357
2017-08-18,12.699185371398926,1.9484975337982176,1.821377635002136,0.010999999940395357
2017-08-21,12.554877281188965,1.9849182367324831,1.8122707605361936,0.010999999940395357
2017-08-22,12.574117660522461,1.9940232038497925,1.8122707605361936,0.010999999940395357
2017-08-23,12.51639461517334,1.9120768308639529,1.8031638860702521,0.010999999940395357
2017-08-24,12.487531661987305,1.9484975337982176,1.821377635002136,0.010999999940395357
2017-08-25,12.497153282165527,1.93028724193573,1.821377635002136,0.012000000104308128
2017-08-28,12.468291282653807,1.9120768308639529,1.9124466180801392,0.012000000104308128
2017-08-29,12.24701690673828,1.8847615718841555,1.9306603670120241,0.012000000104308128
2017-08-30,12.179673194885256,1.8847615718841555,2.003515720367432,0.012000000104308128
2017-08-31,12.179673194885256,1.9393926858901973,2.0945844650268555,0.012000000104308128
2017-09-01,12.073846817016602,1.9393926858901973,2.0945844650268555,0.012000000104308128
2017-09-04,12.083468437194824,1.8847615718841555,2.003515720367432,0.010999999940395357
2017-09-05,12.362465858459473,1.8574461936950684,2.0490498542785645,0.010999999940395357
2017-09-06,12.487531661987305,1.8665512800216681,2.003515720367432,0.010999999940395357
2017-09-07,12.564497947692873,1.875656485557556,2.003515720367432,0.010999999940395357
2017-09-08,12.670324325561525,1.875656485557556,1.9853018522262569,0.010999999940395357
2017-09-11,12.699185371398926,1.8210257291793823,1.9853018522262569,0.010999999940395357
2017-09-12,12.68956470489502,1.802815556526184,1.9853018522262569,0.010999999940395357
2017-09-13,12.554877281188965,1.7299743890762331,1.9110848903656008,0.010999999940395357
2017-09-14,12.622220039367676,1.802815556526184,1.9110848903656008,0.010999999940395357
2017-09-15,12.785771369934082,1.7481845617294312,1.90180766582489,0.010999999940395357
2017-09-18,13.093629837036133,1.7755000591278076,1.90180766582489,0.010999999940395357
2017-09-19,13.170594215393065,1.7891578674316406,1.90180766582489,0.010999999940395357
2017-09-20,13.199457168579102,1.7618423700332642,1.8925306797027588,0.010999999940395357
2017-09-21,13.13211154937744,1.7618423700332642,1.8925306797027588,0.010999999940395357
2017-09-22,13.228318214416506,1.7618423700332642,1.9110848903656008,0.010999999940395357
2017-09-25,12.891597747802734,1.780052661895752,1.8554221391677856,0.010999999940395357
2017-09-26,12.343223571777346,1.9120768308639529,1.9110848903656008,0.010999999940395357
2017-09-27,12.10270881652832,1.93028724193573,1.9110848903656008,0.010999999940395357
2017-09-28,12.574117660522461,1.9484975337982176,1.9389160871505733,0.010999999940395357
2017-09-29,12.51639461517334,1.975812911987305,1.948193311691284,0.010999999940395357
2017-10-01,12.670324325561525,2.0031285285949707,1.948193311691284,0.010999999940395357
2017-10-02,12.6607027053833,1.9576027393341064,2.0409646034240723,0.010999999940395357
2017-10-03,12.410567283630373,2.0304436683654785,2.022410154342652,0.010999999940395357
2017-10-04,12.256638526916506,1.975812911987305,2.022410154342652,0.010999999940395357
